;;;;;;;;;;;;;;;;;;;Test Design technique;;;;;;;;;;;;;;;;;;;;;;;;;Testing Practice;;;;;;;;;;;;Testing level;;;;;;Testing Type;;;;;;;;;;;;;;;;;;;
Spain;EU ;Univ. Castilla La Mancha;Computer science;Bachelor;https://www.uclm.es/estudios/grados/ingenieria-informatica;Software engineering II;3;https://guiae.uclm.es/vistaGuia/406/42324/2022-23;CS;6;both;60;36,75;23,25;NSt;Exercises,Discussion;Spanish;Burnstein, Ilene Practical software testing: a process-oriented approach   Springer 0-387-95131-8 2003. Gregory, Janet More agile testing: learning journeys for the whole team /   Addison-Wesley 978-0-321-96705-3 2015.  Kaner, Cem Testing computer software   John Wiley & Sons, 0-471-35846-0 1999 ;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;
Spain;EU;Universidad Carlos III;Computer Science;Bachelor;https://www.uc3m.es/grado/estudios;Software Development;2;https://aplicaciones.uc3m.es/cpa/generaFicha?est=218&plan=489&asig=18179&idioma=1;CS;6;both;60;40;20;NSt;Exercises,Open Questions,Discussion;Spanish/English;Beck, Ken, et al.. Test-Driven Development By Example. , Three Rivers Institute., 2002.      Lee Copeland. A Practitioner's Guide to Software Test Design., Artech House Publishers, 2003;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;x;x;;;;;;x;;;;;;;;;;;;;;;;;;;
Spain;EU;Universidad de Granada;Computer Science;Bachelor;https://www.ugr.es/estudiantes/grados/grado-ingenieria-informatica;Software Development;3;https://www.ugr.es/estudiantes/grados/grado-ingenieria-informatica/desarrollo-software-eingenieria-software/guia-docente;CS;6;both;105;30;75;NSt;Exercises,project,Discussion;Spanish;Daniel Galin. Software Quality. Wiley-IEEE Computer Society Press, 2018.;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;x;;;;;;x;;;;;;;;;;;;;;;;;;;;
Spain;EU;Universitat Autonoma de Barcelona;Computer Science;Bachelor;https://www.uab.cat/web/estudiar/listado-de-grados/plan-de-estudios/plan-de-estudios-y-horarios/ingenieria-informatica-1345467893054.html?param1=1263367146646;Software Engineering;2;https://guies.uab.cat/guies_docents/public/portal/html/2023/assignatura/102743/es;CS;6;both;60;30;30;NSt;Project,Open Questions;Spanish;no books of testing in the bibliograpry;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;
Spain;EU;Universitat Autonoma de Barcelona;Computer Science;Bachelor;https://www.uab.cat/web/estudiar/listado-de-grados/plan-de-estudios/plan-de-estudios-y-horarios/ingenieria-informatica-1345467893054.html?param1=1263367146646;Test and software Quality;3;https://guies.uab.cat/guies_docents/public/portal/html/2023/assignatura/102758/es;CS;6;both;84;48;36;ST;Homework,Discussion;Catalá;"[1] A Software Testing Primer: an Introduction to Software Testing. Nick Jenkins. http://www.nickjenkins.net
[1,2,3,5,6] Manage Software Testing. Peter Farrell-Vinay. Auerbach Publications, 2008. [1,3,4] A practitioner's guide to software testing. Lee Copeland, 2004.
[4] How to break software: a practical guideto testing. James A. Whittaker. Addison Wesley, 2003.
EL libro sobre prueba exploratoria.
[5] Pragmatic Unit Testingin Java with Junit. Andy Hunt, Dave Thomas.The Pragmatic Programmer, 2003. [6] IEEE Standard for Software and System Test Documentation IEEE Std82-2008. IEEE Computer Society, 2008.
[6] Systematic Software Testing by. RickD. Craig, Stefan P.Jaskiel. ArtechHouse, 2002.";X;x;;x;;X;x;;x;;x;;;;x;;;;;;;;;;;;;x;;;;;;;;x;x;x;x;x;x;x;;x;;;;;;;;;x;;;;;;x;;;;
Spain;EU ;Universidad de Zaragoza;Computer Science;Bachelor;https://estudios.unizar.es/estudio/asignatura?anyo_academico=2023&asignatura_id=30222&estudio_id=20230148&centro_id=110&plan_id_nk=439;Software Engineering;3;https://sia.unizar.es/doa/consultaPublica/look[conpub]MostrarPubGuiaDocAs?entradaPublica=true&idiomaPais=es.ES&_anoAcademico=2023&_codAsignatura=30222;CS;6;both;60;30;30;NSt;Exercises,Discussion;Spanish;no books of testing in the bibliograpry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;
Spain;EU ;Universidad de Zaragoza;Computer Science;Bachelor;https://estudios.unizar.es/estudio/asignatura?anyo_academico=2023&asignatura_id=30222&estudio_id=20230148&centro_id=110&plan_id_nk=439;Validation and Verification;3;https://sia.unizar.es/doa/consultaPublica/look[conpub]MostrarPubGuiaDocAs?entradaPublica=true&idiomaPais=es.ES&_anoAcademico=2023&_codAsignatura=30244;CS;6;both;60;30;30;ST;Exercises,Discussion;spanish;no books of testing in the bibliograpry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;x;;;;;
Spain;EU;Universidad del Pais Vasco;Computer Science;Bachelor;https://www.ehu.eus/es/web/graduak/grado-ingenieria-informatica;Software Engineering II;03-gen;https://www.ehu.eus/es/web/graduak/grado-ingenieria-informatica/creditos-y-asignaturas?p_redirect=consultaAsignatura&p_cod_proceso=egr&p_anyo_acad=20230&p_ciclo=X&p_curso=X&p_cod_asignatura=26215;CS;6;both;60;40;20;NSt;Project,Discussion;Spanish/Euskera;JUnit in action second Edition. P. Tahchiev, F. Leme, V. Massol, G.Gregory. Manning Pres. 2011.;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;
Spain;EU;Universidad Complutense de Madrid;Computer Science;Bachelor;https://www.ucm.es/estudios/grado-ingenieriainformatica-estudios-estructura;Software Testing;3;https://web.fdi.ucm.es/UCMFiles/pdf/FICHAS_DOCENTES/2023/8181.pdf;CS;6;both;60;30;30;ST;Exercises;Spanish / English;"Básica
P. Ammann and J. Offutt. Introduction to Software Testing (2nd edition). Cambridge University Press, 2016.
Complementaria
R. Biering, S.Brown, E.Galván, J. Timoney. Essentials of Software Testing. Cambridge University Press, 2022. R. M. Hierons, J. P. Bowen and M. Harman. Formal Methods and Testing. Springer, 2008.
G. J. Myers, C. Sandler, T. Badgett. The Art of Software Testing (3rd edition). John Wiley & Sons, 2011.
M. Utting and B. Legeard. Practical Model-Based Testing: A Tools Approach. Morgan-Kaufmann, 2007";X;;;;;;;;;;;;x;;;;;;;;;;;;;x;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;
Spain;EU;Universidad de Málaga;Computer Science;Bachelor;https://www.uma.es/grado-en-ingenieria-informatica;Introduction to Software Engineering ;1;https://sara.uma.es/ht/2023/ProgramasAsignaturas_Titulacion_5389_AsigUMA_55156.pdf;CS;6;both;60;N/A;N/A;NSt;Exercises;Spanish;"Unit Testing. Principles, Practices, and Patterns; V. Khorikov; Manning; 2020.   Complementaria
Test-Driven Development By Example; K. Beck; Addison-Wesley; 2002
The Art of Software Testing, 3rd edition; G.J. Myers, C. Sandler, T. Badgett; Wiley; 2012";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;x;;;;
Spain;EU;Universitat de Alacant;Computer Science;Bachelor;https://web.ua.es/es/grados/grado-en-ingenieria-informatica/plan-de-estudios.html;Planning and Testing of Software Systems;3;https://cvnet.cpd.ua.es/Guia-Docente/GuiaDocente/Index?wcodest=C203&wcodasi=34027&wlengua=es&scaca=2023-24#;CS;6;both;60;30;30;ST;Exam;Spanish;Software testing : a craftman`s approach. 978-1-4665-6068-0.                      Java Power Tools ISBN: 978-0-596-52793-8;X;x;;;;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;x;x;x;x;;x;;;;;;;;;x;;;;;;x;;;;
Spain;EU;Universidad Autónoma de Madrid;Computer Science;Bachelor;https://www.uam.es/uam/informatica;Software Engineering;3;https://secretaria-virtual.uam.es/doa/consultaPublica/look[conpub]MostrarPubGuiaDocAs;CS;6;both;60;30;30;NSt;Exercises,Discussion;Spanish;Daniel Bolaños, Almudena Sierra, Idoia Alarcón. Pruebas de software y JUnit. Un análisis en profundidad y ejemplos prácticos. Pearson Education. 2007.;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;
Spain;EU;Universidad de Alcalá;Computer Science;Bachelor;https://www.uah.es/es/estudios/estudios-oficiales/grados/asignaturas/index.html?codPlan=G781;Software Engineering;1;blob:https://www.uah.es/0551c936-fe3a-4ce9-a7f0-914aef033a33;CS;6;both;60;N/A;N/A;NSt;Homework,Project,Discussion;Spanish;no books of testing in the bibliograpry;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;
Spain;EU;Universidad Rey Juan Carlos;Computer Science;Bachelor;https://www.urjc.es/estudios/grado/640-ingenieria-software;Software Quality;3;https://gestion3.urjc.es/guiasdocentes/mostrarGuias.jsp#;CS;6;both;60;30;30;NSt;Open questions,Project;Spanish;no books of testing in the bibliograpry;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;x;x;;;;x;;;;;;;;;;;;;;;;x;;;;
Spain;EU;Universidad de Murcia;Computer Science;Bachelor;https://www.um.es/web/estudios/grados/informatica/plan-guias;Software Quality;4;https://aulavirtual.um.es/umugdocente-tool/htmlprint/guia/RBn0GJaylPMUPDCLzcjSgaTPIMy6IMb8aVG5pEoVfzeShjhJFSc;CS;6;both;60;30;30;NSt;Exercises,Discussion;Spanish;"Bierig, R., Brown, S., Galván, E., & Timoney, J. (2021). Essentials of Software Testing. Cambridge: Cambridge University Press. doi:10.1017/9781108974073.           
                                           Kent Beck. ""Test-Driven Development By Example"". Addison Wesley. 2003.                     Glenford J. Myers. ""The Art of Software Testing"". 3rd edition. John Wiley & Sons, Inc. 2012.                                David Astels. ""Test driven development: a practical guide"". Prentice Hall. 2003.";;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;x;x;x;;x;;;;;;;;;;;;;;;;;x;;;;
Italy;EU;Bergamo unibg;Computer Engineering;Bachelor;https://didattica-rubrica.unibg.it/ugov/degree/2021;Software Engineering;3;https://didattica-rubrica.unibg.it/ugov/degreecourse/76765;CE;9;both;N/A;N/A;N/A;NSt;Open questions,Project,Discussion;Italian;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;
Italy;EU;Bergamo unibg;Computer Engineering;Master;https://didattica-rubrica.unibg.it/ugov/degree/2021;Testing e Verifica del Software;2;https://didattica-rubrica.unibg.it/ugov/degreecourse/94266;CE;6;both;48;N/A;N/A;ST;Exercises,open questions,Project,Discussion;Italian;Mauro Pezzè and Michal Young, Software Testing and Analysis, process, principle and techniques, John Wiley 2007;X;X;;;;X;;;;;;;;;X;;;;;;;;;;;X;;;;;;;;;;X;;;;;;;;X;;;;;;;;;;;;;;;;;;;
Italy;EU;Unicampania;Computer and Electronic Engineering;Bachelor;https://www.ingegneria.unicampania.it/didattica/corsi-di-studio/ingegneria-elettronica-e-informatica#piani-di-studio-ita-eng;Software Engineering;3;https://www.ingegneria.unicampania.it/dipartimento/docenti?MATRICOLA=083762&COD_UNITA=A13060&COD_ATTIVITA=A13060&CODICE_PARTIZIONE=N0&AA_OFFERTA=2021&SETTORE=ING-INF/05&CFU=6.00&COD_CORSO_STUDIO=A13;CE;6;both;N/A;N/A;N/A;NSt;Project,Discussion;Italian;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;X;;;;;;x;X;X;X;;X;;X;;;;;;;;;;;;;;;;;;;
Italy;EU;Molise unimol;Computer Science;Bachelor;https://www2.dipbioter.unimol.it/informatica/piano-di-studio/;Software Engineering;3;https://unimol.esse3.cineca.it/AttivitaDidatticaContestualizzata.do?ad_id=31309477&cds_id=10018&pds_id=9999&aa_ord_id=2017&aa_off_id=2023&cod_lingua=ita;CS;9;both;N/A;N/A;N/A;NSt;N/A;Italian;;X;X;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;
Italy;EU;Brescia unibs;Computer Engineering;Bachelor;https://corsi.unibs.it/sites/cdl/files/2023-05/INFLT_Offerta%20Didattica_2023-2024.pdf;Software Engineering;3;https://unibs.coursecatalogue.cineca.it/insegnamenti/2023/703019/2011/2455/83;CE;9;both;N/A;N/A;N/A;NSt;Open questions,Discussion;Italian;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;;;X;;X;;;;;;;;;;;;;;;;;;;
Italy;EU;Modena unimore;Computer Science;Bachelor;https://offertaformativa.unimore.it/corso/insegnamenti?cds_cod=20-212&pds_cod=0&coorte=2023&durata=3&aa_off_id=0&anno_corrente=2023;Software Engineering;3;https://personale.unimore.it/rubrica/contenutiad/fguerra/2023/67330/N0/N0/9999;CE;9;both;N/A;N/A;N/A;NSt;Open questions,Exercises,Project;Italian;;X;;;X;;;;;;;;;;;X;;;X;;;;;;;;;;;;;;;;;;X;;X;;;;;;X;;;;;;;;;;;;;;;;;;;
Portugal;EU;Faculty of Engineering, University of Porto ;Bachelor in Informatics and Computing Engineering;Bachelor;https://sigarra.up.pt/feup/en/cur_geral.cur_view?pv_curso_id=22841&pv_ano_lectivo=2023;Programming;1;https://sigarra.up.pt/feup/en/ucurr_geral.ficha_uc_view?pv_ocorrencia_id=520314;CE;6;Both;52;26;26;NSt;Exercises,Discussion;Suitable for English-speaking students;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;
Portugal;EU;University of Lisbon;"Master Programme in Informatics Engineering
Master Programme in Informatics
Master Programme in Information Security";Master;https://fenix.ciencias.ulisboa.pt/degrees/seguranca-informatica-564500436615446;Software Verification and Validation;1;https://fenix.ciencias.ulisboa.pt/degrees/seguranca-informatica-564500436615446/disciplina-curricular/2253530685505874;CS;6;Both ;49;28;21;ST;Projects;N/A;"Recommended Bibliography
Paul Ammann, Jeff Offutt (2016) Introduction to Software Testing, 2nd Edition ISBN: 978-1-107-17201-2
Optional Bibliography
Petar Tahchiev, Felipe Leme, Vincent Massol, and Gary Gregory (2010) JUnit 4.8 In Action, 2nd edition ISBN: 978-1-935-18202-3
Tomek Kaczanowski (2019) Practical Unit Testing with JUnit and Mockito ISBN: 978-8-393-48939-8
Gordon Fraser and José Miguel Rojas (2019) Software Testing ISBN: 978-3-030-00262-6
Gerard Meszaros (2007) xUnit Test Patterns: Refactoring Test Code ISBN: 978--0131495050";X;x;;;x;;;;x;;;;x;;x;x;x;;;;;x;;;;;;;;;;;x;;;x;;x;x;x;;;;;;;;;;;;;;;;;;;;;;;
Portugal;EU;Universidade Nova de Lisboa;Bachelor in Computer Science and Engineering;Bachelor;https://guia.unl.pt/en/2021/fct/program/1053#structure;Object Oriented Programming;1;https://guia.unl.pt/en/2021/fct/program/1053/course/11153;CE;9;Both ;60;N/A;N/A;NSt;Exercises,Project;Portuguese;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;
Portugal;EU;Universidade Nova de Lisboa;Bachelor in Computer Science and Engineering;Bachelor;https://guia.unl.pt/en/2021/fct/program/1053#structure;Software Engineering;3;https://guia.unl.pt/en/2021/fct/program/1053/course/12660#subject;CE;9;Both ;N/A;N/A;N/A;NSt;Exercises,Project;Portuguese;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;x;x;;;x;;;;;;;;;;;x;;;;;;;;;;
Portugal;EU;Universidade Nova de Lisboa;Master in Computer Science and Engineering;Master;https://guia.unl.pt/en/2021/fct/program/1059;Software Construction and Verification;1;https://guia.unl.pt/en/2021/fct/program/1059/course/11159#general-characterization;CE;6;Both ;52;N/A;N/A;NSt;Exercises,Project;Portuguese;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;117;117;117;117;117;117;117;117;117;117;117;116;117;117;117;117;117;45;117;12;1;8;3;8;6;2;8;1;1;4;2;4;117;14;11;11;6;4;4;5;2;0;16;12;9;4;1;9;4;0;3;2;0;35;36;61;32;28;4;19;11;48;1;0;0;0;0;0;0;0;10;0;0;2;11;2;14;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
